id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,estimated_revenue,is_luxury
10100512,Room in spacious house in Brooklyn!,271073,Besanya,Brooklyn,Midwood,40.62391,-73.96146,Private room,30,1,0,,0.0,1,0,0,False
10100799,Spacious Garden Apartment in Heart of Park Slope,9250639,Amy,Brooklyn,Park Slope,40.67622,-73.97953,Entire home/apt,125,2,7,2019-06-30,0.2,1,0,1750,False
10101013,East Village/Noho Garden Apartment,6866192,Omar & Ashley,Manhattan,East Village,40.7271,-73.99092,Entire home/apt,195,2,0,,0.0,1,0,0,False
10101097,Beautiful house in the heart of Williamsburg,5073789,Julia,Brooklyn,Williamsburg,40.7184,-73.95359,Entire home/apt,500,2,111,2019-07-01,2.92,1,88,111000,False
10101135,Room Near JFK Twin Beds,47621202,Dona,Queens,Jamaica,40.66939,-73.76975,Private room,47,1,576,2019-06-27,13.4,2,173,27072,False
10101148,Cozy private room in Woodside,51680319,Michael,Queens,Sunnyside,40.74181,-73.90783,Private room,69,1,0,,0.0,1,0,0,False
10101358,Heart of the East Village,51835429,Timothy,Manhattan,East Village,40.72597,-73.9838,Private room,90,2,0,,0.0,1,0,0,False
10101765,Large private bedroom on Upper East side,51838759,Lucia,Manhattan,Upper East Side,40.76256,-73.9632,Private room,99,2,122,2019-06-08,2.95,1,77,24156,False
10101791,Private Room for Rent,51839283,Ashley,Manhattan,Washington Heights,40.85064,-73.93833,Private room,75,1,1,2016-01-02,0.02,1,0,75,False
10102206,Futon in Brooklyn near subway,33480709,Katherine,Brooklyn,Crown Heights,40.67114,-73.93561,Shared room,35,1,0,,0.0,1,0,0,False
10102792,Great room*City View*Huge roofdeck*,8832880,Ashley,Brooklyn,Greenpoint,40.73321,-73.9561,Private room,55,2,0,,0.0,1,0,0,False
10103745,"Cozy 1-Bd, Bushwick (L/M/J train)",2350144,Roxanne,Brooklyn,Bushwick,40.69611,-73.91891,Entire home/apt,80,31,1,2016-11-03,0.03,1,0,2480,False
10104123,East Village Bedroom w/Roof Deck,51850937,Joe,Manhattan,East Village,40.73061,-73.98335,Private room,100,2,51,2019-07-02,1.19,3,4,10200,False
10104130,"Bright, Spacious Brooklyn Space w/ Private Bath",51851212,Ugi,Brooklyn,Crown Heights,40.67418,-73.95958,Private room,60,1,4,2018-08-26,0.09,1,0,240,False
10104806,Spacious and cozy room!,11095923,Tobias,Brooklyn,Bushwick,40.69802,-73.91472,Private room,40,1,0,,0.0,3,0,0,False
10105110,Studio next to Washington Sq Park,27341303,Yue,Manhattan,Greenwich Village,40.73009,-73.99965,Entire home/apt,118,5,1,2016-01-02,0.02,1,0,590,False
10105477,Midtown Manhattan,1428501,Michael,Manhattan,Hell's Kitchen,40.76407,-73.98579,Private room,97,6,36,2018-07-05,0.84,2,0,20952,False
10105606,"UWS large, Elev./Security 1-Bedroom",51857384,Sam,Manhattan,Upper West Side,40.77836,-73.9822,Entire home/apt,210,2,51,2019-06-09,1.19,1,11,21420,False
10106530,Sunny One Bedroom in Crown Heights,8511553,J,Brooklyn,Crown Heights,40.6774,-73.94726,Entire home/apt,55,2,6,2016-06-29,0.14,1,0,660,False
10106768,Peaceful Artist Bedroom—Just 30 Min to Manhattan!,16139880,Ksenia & Masha,Brooklyn,Bedford-Stuyvesant,40.67762,-73.9159,Private room,62,3,69,2019-01-19,1.7,6,27,12834,False
10113787,"Newly renovated, 1.5 bdr  SoHo apt",51902072,Ben,Manhattan,SoHo,40.72485,-74.00254,Entire home/apt,185,1,1,2016-01-18,0.02,1,0,185,False
10114830,Studio on the Upper West Side,49871658,Michelle,Manhattan,Upper West Side,40.78778,-73.97498,Entire home/apt,200,3,0,,0.0,1,0,0,False
10115137,NYCHaven2: Entire House for less than a hotel room,47351539,Jason,Brooklyn,East Flatbush,40.65382,-73.93903,Entire home/apt,165,1,216,2019-06-22,5.49,4,194,35640,False
10115193,Double bedroom downtown,29923547,Meredith,Manhattan,Lower East Side,40.71886,-73.98881,Private room,125,1,0,,0.0,1,0,0,False
10115542,Chic Studio in Heart of Manhattan!,16682678,Casey,Manhattan,Kips Bay,40.74091,-73.98271,Entire home/apt,102,1,3,2016-03-09,0.07,1,0,306,False
10115781,Cozy bedroom in heart of Bedford,10221694,Zhamal,Brooklyn,Williamsburg,40.71276,-73.963,Private room,80,1,2,2016-01-03,0.05,1,0,160,False
10115792,3 Bedroom Luxury Apartment on 33rd,48784045,Jake,Manhattan,Kips Bay,40.7452,-73.97779,Entire home/apt,449,1,0,,0.0,2,0,0,True
10116081,Apartment in Midtown East of NYC,51913270,Andrew,Manhattan,Midtown,40.75939,-73.96949,Entire home/apt,200,1,0,,0.0,1,0,0,False
10116220,Twin Cabin Two,51913826,The Bowery House,Manhattan,Nolita,40.72354,-73.99333,Private room,84,1,1,2019-03-31,0.3,8,0,84,False
10116351,"Large 1,000 SF UES Apt w/ Balcony",8869875,Christina,Manhattan,Upper East Side,40.76427,-73.962,Entire home/apt,95,1,5,2016-01-28,0.12,1,0,475,False
10116619,"Sunny, spacious room in heart of BK",17794202,Taylor,Brooklyn,Boerum Hill,40.68485,-73.9819,Private room,65,3,2,2016-01-03,0.05,1,0,390,False
10116734,Spacious Apartment D on 61st St. 1st & 2nd ave,30370192,Rachel,Manhattan,Upper East Side,40.75979,-73.96079,Entire home/apt,152,1,42,2019-06-02,1.06,1,357,6384,False
10117223,"Charming Room in Bushwick, Brooklyn Apt",18782603,Kimberly,Brooklyn,Bushwick,40.68539,-73.9092,Private room,50,3,2,2016-08-15,0.06,1,0,300,False
10117624,Well-furnished studio w/ patio!,12190846,Kerry,Brooklyn,Williamsburg,40.72097,-73.9548,Entire home/apt,250,1,0,,0.0,1,0,0,False
10117636,❤︎ly room in duplex & garden,48535457,Eric,Brooklyn,Williamsburg,40.71975,-73.95964,Private room,149,2,15,2016-05-31,0.35,1,0,4470,False
10118660,Queen Cabin with Window One,51913826,The Bowery House,Manhattan,Nolita,40.72288,-73.99466,Private room,124,1,19,2019-03-21,0.46,8,0,2356,False
10118847,Large Private Bedroom on the River,6388652,Molly,Manhattan,Washington Heights,40.83871,-73.9468,Private room,58,3,49,2019-06-22,1.28,1,275,8526,False
10119376,Queen Cabin with Window Two,51913826,The Bowery House,Manhattan,Nolita,40.72152,-73.99476,Private room,159,1,9,2019-03-16,0.22,8,0,1431,False
10120021,2BR Gut-Renovated Apartment,51844270,Alex,Manhattan,East Village,40.73046,-73.98643,Entire home/apt,250,7,1,2016-01-10,0.02,1,0,1750,False
10120414,The LES Apartment,33231070,Mert,Manhattan,Lower East Side,40.72063,-73.98944,Entire home/apt,150,3,0,,0.0,1,0,0,False
10122449,Spacious Chelsea 2 Bed/2 Bathroom,24347,Lyla,Manhattan,Chelsea,40.74441,-73.99915,Entire home/apt,250,4,11,2017-04-11,0.35,1,0,11000,False
10123090,Midtown Manhattan steps from 5thAve,51948055,Yvonne,Manhattan,Midtown,40.76372,-73.97692,Entire home/apt,500,29,5,2016-09-26,0.13,1,88,72500,False
10124343,Hip Trendy and Convenient!,51954926,Kc,Brooklyn,Bedford-Stuyvesant,40.69508,-73.94856,Private room,58,2,256,2019-06-16,5.96,4,38,29696,False
10124372,Elegant and Comfortable Stay,51940393,Denise,Brooklyn,Bedford-Stuyvesant,40.68353,-73.94877,Entire home/apt,199,2,74,2019-06-18,1.84,1,231,29452,False
10125213,"Cozy, Artistic Room with Comfy Bed",15109029,Zane,Manhattan,East Harlem,40.80197,-73.93888,Private room,55,1,0,,0.0,1,0,0,False
10125955,Beautiful huge Williamsburg room with private bath,18139498,Yonathan,Brooklyn,Williamsburg,40.70987,-73.95392,Private room,95,4,16,2019-06-12,0.46,1,10,6080,False
10126128,Temporary habitat home,43128266,常春,Manhattan,Washington Heights,40.83379,-73.94141,Shared room,36,1,20,2019-06-23,0.47,3,324,720,False
10127534,Luxurious Modern West Village Loft,24673896,Jun,Manhattan,West Village,40.73182,-74.01,Entire home/apt,165,4,4,2017-01-01,0.1,1,0,2640,False
10130342,Your NYC Home!,51954926,Kc,Brooklyn,Bedford-Stuyvesant,40.69566,-73.95001,Private room,72,2,255,2019-06-16,5.95,4,0,36720,False
10130925,Standard Room/kitchen (sleeps 3 ),51991283,Jennifer,Manhattan,Harlem,40.80057,-73.95468,Private room,179,1,2,2016-04-17,0.05,5,309,358,False
10130963,Family room with Shared Bathroom,51991283,Jennifer,Manhattan,Harlem,40.79945,-73.95411,Private room,209,1,1,2019-03-21,0.27,5,244,209,False
10131082,The Central Park North/Economy Room,51991283,Jennifer,Manhattan,Harlem,40.79865,-73.95295,Private room,149,1,0,,0.0,5,281,0,False
10132356,Giant Loft with a Huge Deck and Kitchen,21247379,Paul,Manhattan,Harlem,40.80926,-73.95455,Entire home/apt,150,3,25,2019-06-14,1.2,1,22,11250,False
10133128,Prime Williamsburg Spacious Duplex + Huge Yard,16272340,Joel,Brooklyn,Williamsburg,40.71351,-73.95117,Private room,375,2,2,2016-09-05,0.05,1,0,1500,False
10133195,Private room 20mins from the city!,15640532,Kelly,Queens,Elmhurst,40.74157,-73.88389,Private room,65,4,1,2016-01-02,0.02,1,0,260,False
10133350,2 bedroom Upper east side,52004369,Chelsea,Manhattan,Upper East Side,40.7664,-73.95854,Entire home/apt,275,2,9,2017-08-19,0.24,1,0,4950,False
10133534,Artsy/Neat 1 Bedroom Apartment in the heart of LES,6606618,Louise,Manhattan,Lower East Side,40.7178,-73.98504,Shared room,110,2,4,2016-12-11,0.11,1,0,880,False
10134285,"Cute bedroom in Chinatown,",566660,Markus,Manhattan,Chinatown,40.71615,-73.99539,Private room,99,1,42,2018-01-01,0.98,1,0,4158,False
10134298,1 Bedroom in HUGE Full Floored Apt.,2017504,Fataah,Manhattan,Gramercy,40.73375,-73.98474,Private room,85,1,2,2016-10-23,0.06,2,0,170,False
10134546,Family Room/Kitchen/Shared Bathroom,51991283,Jennifer,Manhattan,Harlem,40.79933,-73.95296,Private room,189,1,7,2019-06-23,0.16,5,291,1323,False
10134557,1 Bedroom in East Village,6753765,Austin,Manhattan,East Village,40.72423,-73.98327,Shared room,100,5,0,,0.0,3,0,0,False
10135104,Nice And Clean Apartment.,14439022,Cristina,Manhattan,Harlem,40.82774,-73.94983,Private room,75,3,86,2019-07-01,2.01,1,224,19350,False
10136508,Charming private room in Astoria-20 min to Midtown,17653796,Diana,Queens,Ditmars Steinway,40.77575,-73.91419,Private room,45,1,27,2019-06-24,0.75,1,16,1215,False
10136634,Williamsburg/Greenpoint Brooklyn,11615226,Jolynn,Brooklyn,Greenpoint,40.72308,-73.95071,Private room,75,1,0,,0.0,1,0,0,False
10136994,Beautiful East Village Apartment,4946655,Jack,Manhattan,East Village,40.72435,-73.98461,Entire home/apt,125,2,6,2016-07-06,0.14,1,0,1500,False
10137048,Gorgeous Upper West Side Studio,52022983,Ashley,Manhattan,Upper West Side,40.7937,-73.9652,Entire home/apt,150,1,0,,0.0,1,0,0,False
10138349,"Cute Brooklyn Apt, Close to Trains.",10474877,Rachel,Brooklyn,Boerum Hill,40.68358,-73.98127,Private room,71,7,11,2018-11-27,0.42,1,98,5467,False
10138784,Room near LGA airport and 35 mins to Times Square,52031360,Cheer,Queens,Jackson Heights,40.74953,-73.88025,Private room,46,3,137,2019-07-05,3.21,1,286,18906,False
10138870,Studio in Little Italy,52031473,Hanna,Manhattan,Nolita,40.72148,-73.99581,Private room,105,2,44,2019-05-30,1.03,1,35,9240,False
10138996,Queen Bed/Private Room w/ Backyard,52031734,Edward,Brooklyn,Bedford-Stuyvesant,40.69503,-73.94986,Private room,41,1,1,2016-01-20,0.02,1,0,41,False
10142056,Authentic studio-UES (30 days MIN),23772724,Elem,Manhattan,Upper East Side,40.77349,-73.95225,Entire home/apt,99,30,7,2018-12-31,0.18,15,327,20790,False
10142499,"Prívate room in Queens, NY",38260715,Lady,Queens,Corona,40.7394,-73.85527,Private room,37,1,74,2019-06-30,1.73,1,135,2738,False
10143705,Studio Apartment,31698014,Janine,Manhattan,East Village,40.72747,-73.98833,Entire home/apt,60,5,2,2016-01-17,0.05,1,0,600,False
10144140,Gorgeous Bushwick 3 BR Private Yard,9153601,David,Brooklyn,Bushwick,40.68594,-73.91448,Entire home/apt,218,2,70,2019-05-09,1.67,1,335,30520,False
10148201,Beautiful Full Bedroom-sunny-comfi,502563,Cloe,Manhattan,East Village,40.72888,-73.98496,Private room,150,3,17,2019-05-05,0.4,2,43,7650,False
10148581,Furnished Apartment in Chelsea,290094,Charlotte,Manhattan,Chelsea,40.7456,-73.99852,Private room,52,2,2,2016-11-04,0.06,1,0,208,False
10148955,Gorgeous 2BDRM Apartment,7342535,Chris,Brooklyn,Clinton Hill,40.68142,-73.95889,Entire home/apt,210,1,3,2016-02-14,0.07,1,0,630,False
10149393,Cozy Studio + Sunroom near Times Square,5461672,Ginji,Manhattan,Hell's Kitchen,40.76374,-73.98872,Entire home/apt,115,3,1,2016-01-03,0.02,1,0,345,False
10149453,SoHo Gem *Amazing Deal!!,12485770,Raanan,Manhattan,SoHo,40.72542,-74.00158,Entire home/apt,105,30,2,2019-03-03,0.06,9,327,6300,False
10153654,East Village Bedroom Available,52112891,Brent,Manhattan,East Village,40.72774,-73.98211,Private room,80,2,3,2016-03-24,0.07,1,0,480,False
10154138,Amazing Apt in the West Village,23419527,Diana,Manhattan,West Village,40.73713,-74.00358,Entire home/apt,225,3,1,2016-01-02,0.02,1,0,675,False
10154444,Cozy apartment (East Williamsburg),1260413,Helena,Brooklyn,Williamsburg,40.71275,-73.94299,Entire home/apt,175,3,2,2019-05-26,0.05,3,0,1050,False
10154702,"Pool, Gym, Rooftop, East 50's1 bedroom /1 bathroom",9369977,John,Manhattan,Midtown,40.75763,-73.96359,Private room,120,7,4,2018-01-03,0.09,1,0,3360,False
10154762,Central Park - Comfy Futon Couch for 2,37626481,Lugao,Manhattan,Upper West Side,40.79637,-73.96996,Shared room,65,1,55,2019-06-04,1.34,2,0,3575,False
10155003,"Studio Loft in Greenpoint, Brooklyn",47554473,Henry Norman,Brooklyn,Greenpoint,40.7276,-73.94495,Entire home/apt,99,3,29,2019-06-25,0.7,13,50,8613,False
10156290,"Sunny, 4th floor elevator building",342734,Kim,Manhattan,Lower East Side,40.7191,-73.98812,Entire home/apt,160,1,9,2016-05-01,0.21,1,0,1440,False
10156314,Cozy room in East Village!!,52127857,Beto,Manhattan,East Village,40.72314,-73.9797,Private room,60,1,1,2016-05-23,0.03,2,0,60,False
10156441,Super cute 1+1 Apartment,28105866,J,Manhattan,East Harlem,40.79739,-73.94054,Entire home/apt,90,1,0,,0.0,1,0,0,False
10156574,Great loft for a couple or family,4023912,Guy,Manhattan,Financial District,40.70524,-74.01278,Entire home/apt,230,5,6,2018-06-21,0.15,1,208,6900,False
10157256,"Gramercy Park restful, cozy, sun-filled home",28722501,Javier,Manhattan,Gramercy,40.73618,-73.9833,Entire home/apt,250,2,47,2019-07-06,2.15,1,89,23500,False
10157977,NYC 3 Bedroom Loft Apt LES Downtown Manhattan,173218,Alex,Manhattan,Lower East Side,40.7213,-73.98559,Entire home/apt,299,30,60,2019-01-05,1.71,1,332,538200,False
10158141,Noho Broadway 2 Bedroom Loft,50760546,CRNY Monthly Rentals,Manhattan,NoHo,40.72895,-73.9934,Entire home/apt,499,30,0,,0.0,31,167,0,False
10160215,Torre del Lago Room.,2787,John,Brooklyn,Gravesend,40.60755,-73.9741,Private room,79,1,17,2019-06-26,0.4,6,174,1343,False
10161361,"Cozy room, near LaGuardia Airport",2995352,Rachel,Queens,Jackson Heights,40.75658,-73.86807,Private room,46,1,0,,0.0,1,0,0,False
10162752,Modern PH + Balcony&Skyline view,25169027,Max,Brooklyn,Bushwick,40.70491,-73.92367,Entire home/apt,110,4,3,2016-06-24,0.07,1,0,1320,False
10163240,Private room in 3 br in Manhattan,41535999,Amber,Manhattan,Morningside Heights,40.80348,-73.9632,Private room,70,1,1,2016-01-12,0.02,1,0,70,False
10163617,Spacious 2 bdr Bed-Stuy Brownstone,4273661,Julia,Brooklyn,Bedford-Stuyvesant,40.69145,-73.93536,Entire home/apt,150,2,1,2016-05-31,0.03,1,0,300,False
10163936,"Cozy Apartment in Williamsburg, BK",27537912,Kenny,Brooklyn,Williamsburg,40.70379,-73.94228,Private room,59,15,12,2017-07-09,0.28,1,0,10620,False
10165064,❤️FAB APT WITH PRIVATE GARDEN NEAR CENTRAL PARK!,39603281,Marty,Manhattan,Upper West Side,40.79437,-73.97152,Entire home/apt,165,1,188,2019-07-05,4.42,1,328,31020,False
10165181,Beautiful Unique Greenpoint Loft Suite,47554473,Henry Norman,Brooklyn,Greenpoint,40.72919,-73.94512,Private room,149,3,32,2019-06-29,0.75,13,74,14304,False
10165313,Deluxe Loft Living in Brooklyn,47554473,Henry Norman,Brooklyn,Greenpoint,40.72888,-73.94486,Entire home/apt,129,3,3,2017-10-31,0.08,13,74,1161,False
10165410,Peaceful room in Bushwick,30658746,Isik,Brooklyn,Bushwick,40.69392,-73.92262,Private room,42,1,3,2016-04-05,0.07,1,0,126,False
10165663,Cozy Private Garden Apartment,52183960,Michael & Bethany,Brooklyn,Bedford-Stuyvesant,40.68025,-73.91199,Entire home/apt,120,2,141,2019-07-06,3.35,1,215,33840,False
10166820,Brooklyn apartment 20 min to Manhattan,486147,Christopher,Brooklyn,Park Slope,40.67174,-73.98616,Private room,63,30,17,2018-09-01,0.44,1,73,32130,False
10166883,Spacious railroad style 3 bedroom apt in Manhattan,35215309,Victor,Manhattan,East Harlem,40.79805,-73.93943,Entire home/apt,180,4,24,2019-05-24,0.56,2,3,17280,False
10166986,Resort-like living in Williamsburg,14461742,Mohammed,Brooklyn,Williamsburg,40.71552,-73.93869,Entire home/apt,220,5,1,2016-01-01,0.02,1,0,1100,False
10167436,Sunny Cozy Private Room in East Williamsburg,8515724,J,Brooklyn,Williamsburg,40.7075,-73.94055,Private room,68,1,29,2019-06-04,0.77,3,0,1972,False
10167860,"Sunny, Spacious Private BR in East Village!",21430239,Edward,Manhattan,East Village,40.72828,-73.98901,Private room,119,1,134,2018-07-02,3.15,1,0,15946,False
10171782,Great Affordable Room In Manhattan,37256833,Jazzy,Manhattan,Harlem,40.82914,-73.94254,Private room,37,2,11,2017-07-05,0.28,1,0,814,False
10172621,Gorgeous and Sunlit 1 BR 31/1-3/1,52228249,Shy,Bronx,Bronxdale,40.85592,-73.86743,Entire home/apt,80,7,0,,0.0,1,0,0,False
10173750,Simple Affordable Room in Brooklyn,24840827,Prashast,Brooklyn,Bedford-Stuyvesant,40.69143,-73.93444,Private room,55,1,0,,0.0,1,0,0,False
10174245,Clean & Cozy room near Central Park,7940120,Yasmine,Manhattan,Upper West Side,40.79958,-73.96403,Private room,50,1,0,,0.0,1,0,0,False
10174662,NOLITA AMAZING Spacious!,40640586,Gary,Manhattan,Lower East Side,40.72299,-73.99251,Entire home/apt,199,2,168,2019-06-22,3.93,1,65,66864,False
10175187,Beautiful Brownstone on Tree Lined Block,52243765,Jessie,Brooklyn,Crown Heights,40.67851,-73.95566,Private room,50,3,0,,0.0,1,0,0,False
10175678,Townhouse in Williamsburg,10590489,Caroline,Brooklyn,Williamsburg,40.71367,-73.94228,Private room,60,2,7,2017-05-11,0.17,1,0,840,False
10176552,Astoria LIC 1 bdrm apt 30th ave,15312592,Andrea,Queens,Astoria,40.76722,-73.92203,Entire home/apt,135,3,44,2018-01-02,1.03,1,0,17820,False
10177726,"Cute, clean, room in Williamsburg!",12378834,Ana Bess,Brooklyn,Williamsburg,40.70512,-73.94347,Private room,64,1,1,2016-01-05,0.02,1,0,64,False
10182058,Like your cousin house,41326856,Jeerathinan,Queens,Elmhurst,40.74674,-73.87995,Private room,80,1,34,2019-07-01,0.88,5,49,2720,False
10184162,In the heart of Williamsburg,50466143,Louis,Brooklyn,Williamsburg,40.71215,-73.95801,Private room,65,2,0,,0.0,1,0,0,False
10185955,Blue Magic,14785032,Jake,Queens,St. Albans,40.69112,-73.77761,Private room,48,1,165,2019-07-02,4.64,1,365,7920,False
10185960,Brownstone in Carroll Gardens,42487547,Peter,Brooklyn,Carroll Gardens,40.67875,-73.99599,Entire home/apt,115,3,9,2019-01-03,0.21,1,0,3105,False
10186192,Only Steps away from LaGuardia arpt,37312959,Maya,Queens,East Elmhurst,40.77026,-73.87561,Private room,45,1,459,2019-07-07,10.72,5,175,20655,False
10186787,Cozy Room In Williamsburg Apartment,10855721,Anthony,Brooklyn,Williamsburg,40.70352,-73.93798,Private room,38,7,1,2016-01-21,0.02,1,0,266,False
10186876,"Lovely LES 1BR, W/D & Elevator: DEC. SUBLET PREFR.",20992861,Chloe,Manhattan,Lower East Side,40.71757,-73.99028,Private room,85,5,1,2016-01-05,0.02,1,0,425,False
10187402,Turtle Bay/UN Brownstone Garden Apt,52320213,Kashif,Manhattan,Midtown,40.7533,-73.97162,Entire home/apt,275,4,77,2018-12-15,1.84,1,0,84700,False
10191601,Spacious Astoria Home with Garden,26111326,Larry & Deb,Queens,Astoria,40.76951,-73.93077,Entire home/apt,125,2,26,2017-10-14,0.64,1,0,6500,False
10192564,"Lovely,Spacious,UpperWestSide/Spend a SummerMonth",52320041,Lori,Manhattan,Upper West Side,40.80114,-73.96772,Entire home/apt,250,30,17,2018-09-05,0.47,1,190,127500,False
10192593,"Cozy Room in LIC, 7 min to TimesSq",1589909,Alosha,Queens,Long Island City,40.74392,-73.95147,Private room,79,15,9,2019-01-03,0.26,2,259,10665,False
10192898,"Heart of West Village, over NYE!",7108710,Katie,Manhattan,West Village,40.7344,-74.00262,Private room,105,1,0,,0.0,1,0,0,False
10193343,Steps from subway and Central Park,15891234,Dan,Manhattan,East Harlem,40.794,-73.94585,Entire home/apt,100,2,6,2016-03-29,0.14,1,0,1200,False
10193392,great private room,16869971,Han,Manhattan,Roosevelt Island,40.76882,-73.94315,Private room,70,1,7,2016-08-23,0.19,2,0,490,False
10199699,Welcome Students!  Huge Very Private Uptown Room,16978120,Chip,Manhattan,Harlem,40.83,-73.94931,Private room,65,30,0,,0.0,2,308,0,False
10200715,"Flatbush Manor, Industrial-Deco 1BR Apt",569864,Jason,Brooklyn,Prospect Heights,40.68007,-73.97317,Entire home/apt,60,2,12,2017-11-26,0.28,1,0,1440,False
10201295,private modern room (long term 1 month or more),1519189,Annie,Brooklyn,Bedford-Stuyvesant,40.6945,-73.94273,Private room,50,2,3,2019-06-28,0.09,2,316,300,False
10202835,Cozy room in Artist House,37561828,Evan,Brooklyn,Bushwick,40.69387,-73.92666,Private room,35,3,33,2016-09-05,0.78,1,0,3465,False
10204682,NYC Apartment near Central Park!,4821374,Millie,Manhattan,Upper East Side,40.77791,-73.95362,Entire home/apt,180,3,22,2019-07-01,0.83,2,273,11880,False
10205011,Entire 1 Bedroom Apt Available In Ditmas Park,43192686,Naudia,Brooklyn,Borough Park,40.62586,-73.98079,Entire home/apt,70,5,33,2018-05-29,0.81,1,27,11550,False
10205130,Large Luxury Studio with a view,52430092,Shosh,Manhattan,East Harlem,40.80107,-73.93656,Entire home/apt,220,2,59,2019-07-07,1.47,1,185,25960,True
10206990,Cozy Studio Heart Of Midtown!5160,16098958,Jeremy & Laura,Manhattan,Hell's Kitchen,40.76544,-73.98651,Entire home/apt,135,30,5,2018-07-13,0.16,96,311,20250,False
10207267,Swimming Pool Doorman Studio! 5161,16098958,Jeremy & Laura,Manhattan,Upper West Side,40.79544,-73.96736,Entire home/apt,140,30,2,2018-08-26,0.06,96,244,8400,False
10207451,Private BR & Bath - Victorian Home,50549394,Susan,Brooklyn,Flatbush,40.63267,-73.96199,Private room,175,2,6,2019-05-12,0.22,1,178,2100,False
10207629,Design Swimming Pool!LUX***** 5140,16098958,Jeremy & Laura,Manhattan,Upper West Side,40.79534,-73.96583,Entire home/apt,180,30,4,2019-01-03,0.12,96,319,21600,False
10207847,Design By Stark!Basket Ball!Washer& Dryer !5230,16098958,Jeremy & Laura,Manhattan,Financial District,40.70503,-74.00674,Entire home/apt,165,30,0,,0.0,96,329,0,False
10208954,Cozy & Elegant  Private 1 Bedroom,52445657,Christopher,Queens,Flushing,40.72946,-73.8075,Private room,55,2,16,2018-03-12,0.46,1,0,1760,False
10209278,"One Bedroom Apt, Hell's Kitchen",52454608,David,Manhattan,Hell's Kitchen,40.7631,-73.98753,Entire home/apt,100,1,0,,0.0,1,0,0,False
10209973,GREAT BIG ROOM IN APT. W/ BALCONY,9532490,Alexandra,Manhattan,East Village,40.73008,-73.98996,Private room,91,4,8,2018-04-12,0.19,3,0,2912,False
10210556,Venerable Chelsea Loft (Small Br),52342677,Austin,Manhattan,Chelsea,40.74729,-73.99107,Private room,175,1,0,,0.0,1,0,0,False
10211452,Lovely Light Filled Room in BedStuy,20086355,Josefina,Brooklyn,Bedford-Stuyvesant,40.68851,-73.95151,Private room,70,5,0,,0.0,1,0,0,False
10212685,Maryhills Brownstone in Park Slope,42413378,Hilal & Maryam,Brooklyn,South Slope,40.6641,-73.98036,Entire home/apt,143,3,180,2019-06-23,4.2,2,263,77220,False
10212862,"Tranquil Room in Airy, Sunny Bushwick Loft",2109282,Olga,Brooklyn,Bushwick,40.69688,-73.93448,Private room,55,14,2,2016-09-04,0.06,1,0,1540,False
10222008,East Village studio,52526463,Amy,Manhattan,East Village,40.73133,-73.98747,Entire home/apt,110,3,1,2016-01-05,0.02,1,0,330,False
10224557,"Huge room, ready for you, CHEAP!",287634,Asal,Brooklyn,Prospect-Lefferts Gardens,40.65568,-73.95892,Private room,30,1,0,,0.0,1,0,0,False
10224832,Great room,10590166,Vivian,Queens,Fresh Meadows,40.7492,-73.78445,Private room,90,1,3,2018-10-28,0.3,1,87,270,False
10224998,Standard Room/kitchen(sleeps 4),51991283,Jennifer,Manhattan,Harlem,40.80033,-73.9528,Private room,199,1,1,2016-01-11,0.02,5,267,199,False
10226511,Charming Bedroom in Gramercy,52551507,Alisha,Manhattan,Gramercy,40.73728,-73.9842,Private room,99,1,0,,0.0,1,0,0,False
10228901,Sunny private room on LowerEastSide,32824042,Carlos,Manhattan,Lower East Side,40.71334,-73.98575,Private room,40,1,0,,0.0,1,0,0,False
10229075,"Sunny, kid friendly in Midtown East",9504403,Shawna,Manhattan,Kips Bay,40.74443,-73.97949,Entire home/apt,235,3,2,2016-03-15,0.05,1,0,1410,False
10229444,"Great Location, 15 mint from Midtown Manhattan.",24884472,Ruveyda,Queens,Astoria,40.7662,-73.92027,Private room,62,2,9,2019-06-03,0.24,1,358,1116,False
10230403,"2 room, lower level home in Queens",52573647,Terri,Queens,Rosedale,40.65108,-73.73402,Private room,85,2,9,2016-10-29,0.23,1,87,1530,False
10230429,Great room,52539349,Rhonda,Queens,Springfield Gardens,40.67035,-73.7541,Entire home/apt,60,1,212,2019-07-07,4.95,1,297,12720,False
10231294,Cozy private room with own TV,52577963,Mark,Queens,Woodhaven,40.69454,-73.85041,Private room,45,5,34,2019-06-10,0.85,6,212,7650,False
10231620,Private 2 Bedroom Apt Minutes from Times Square,29452204,Cynthia,Manhattan,Hell's Kitchen,40.76124,-73.98897,Entire home/apt,155,2,0,,0.0,1,0,0,False
10232344,Cozy studio in heart of Manhattan,52584471,Paul,Manhattan,Murray Hill,40.74666,-73.97847,Entire home/apt,135,1,0,,0.0,1,0,0,False
10232553,"PRIVATE BEDROOM,PRIVATE BATH,PRIVATE LIVING ROOM !",389899,Maria,Brooklyn,Williamsburg,40.71742,-73.95847,Entire home/apt,165,1,58,2019-04-07,1.36,2,287,9570,False
10233048,"Times Square 2 blks away, Happy NY!",14064072,Ben,Manhattan,Hell's Kitchen,40.76166,-73.99197,Private room,295,1,0,,0.0,1,0,0,False
